,angle_x,angle_y,angle_z,target
2271,-5.36,-56.69,-63.89,1
2272,-5.41,-56.76,-63.9,1
2273,-5.34,-56.74,-63.8,1
2274,-5.22,-56.61,-63.67,1
2275,-5.15,-56.46,-63.57,1
2276,-5.11,-56.47,-63.52,1
2277,-4.95,-56.41,-63.48,1
2278,-4.93,-56.57,-63.64,1
2279,-4.74,-56.64,-63.71,1
2280,-4.63,-56.66,-63.72,1
2281,-4.51,-56.63,-63.73,1
2282,-4.44,-56.65,-63.8,1
2283,-4.51,-56.65,-63.84,1
2284,-4.57,-56.51,-63.84,1
2285,-4.59,-56.38,-63.74,1
2286,-4.69,-56.45,-63.63,1
2287,-4.73,-56.56,-63.55,1
2288,-4.76,-56.53,-63.39,1
2289,-4.65,-56.58,-63.32,1
2290,-4.59,-56.64,-63.27,1
2291,-4.66,-56.74,-63.3,1
2292,-4.82,-56.88,-63.38,1
2293,-5.02,-57.19,-63.5,1
2294,-5.1,-57.4,-63.54,1
2295,-5.19,-57.28,-63.56,1
2296,-5.35,-57.32,-63.65,1
2297,-5.51,-57.57,-63.71,1
2298,-5.61,-57.88,-63.75,1
2299,-5.76,-58.11,-63.79,1
2300,-6.12,-58.46,-63.9,1
2301,-6.57,-58.83,-63.91,1
2302,-7.01,-59.14,-63.92,1
2303,-7.16,-59.11,-63.87,1
2304,-7.23,-58.92,-63.76,1
2305,-7.21,-58.82,-63.63,1
2306,-7.28,-58.85,-63.5,1
2307,-7.38,-58.89,-63.44,1
2308,-7.47,-58.88,-63.46,1
2309,-7.46,-58.78,-63.41,1
2310,-7.41,-58.77,-63.33,1
2311,-7.44,-58.74,-63.34,1
2312,-7.29,-58.44,-63.3,1
2313,-6.83,-57.54,-62.83,1
2314,-6.18,-56.42,-62.09,1
2315,-5.94,-55.85,-61.58,1
2316,-5.98,-55.39,-61.28,1
2317,-6.04,-55.01,-61.05,1
2318,-6.2,-54.75,-61.0,1
2319,-6.27,-54.51,-60.9,1
2320,-6.54,-54.26,-60.92,1
2321,-6.46,-53.16,-60.44,1
2322,-6.03,-51.99,-60.17,1
2323,-5.63,-51.04,-60.04,1
2324,-5.35,-49.91,-59.94,1
2325,-5.37,-49.02,-59.85,1
2326,-5.39,-48.29,-59.63,1
2327,-5.96,-48.23,-59.69,1
2328,-6.54,-47.92,-59.81,1
2329,-6.92,-47.5,-59.85,1
2330,-7.09,-46.93,-59.75,1
2331,-7.3,-46.48,-59.66,1
2332,-7.56,-46.05,-59.68,1
2333,-7.87,-45.8,-59.81,1
2334,-8.14,-45.69,-59.95,1
2335,-8.35,-45.61,-60.09,1
2336,-8.57,-45.28,-60.24,1
2337,-8.67,-44.91,-60.29,1
2338,-8.6,-44.69,-60.27,1
2339,-8.59,-44.68,-60.27,1
2340,-8.71,-44.74,-60.28,1
2341,-8.82,-44.72,-60.31,1
2342,-8.84,-44.74,-60.36,1
2343,-8.85,-44.87,-60.36,1
2344,-8.96,-45.04,-60.34,1
2345,-9.06,-45.13,-60.41,1
2346,-9.11,-45.11,-60.46,1
2347,-9.13,-45.22,-60.5,1
2348,-9.14,-45.29,-60.57,1
2349,-9.1,-45.37,-60.64,1
2350,-9.1,-45.57,-60.64,1
2351,-9.15,-45.8,-60.68,1
2352,-9.09,-45.89,-60.65,1
2353,-9.01,-45.81,-60.59,1
2354,-8.95,-45.75,-60.55,1
2355,-8.93,-45.61,-60.66,1
2356,-8.89,-45.34,-60.72,1
2357,-8.93,-45.24,-60.73,1
2358,-9.04,-45.27,-60.77,1
2359,-9.14,-45.27,-60.82,1
2360,-9.14,-45.19,-60.82,1
2361,-9.13,-45.25,-60.79,1
2362,-9.15,-45.48,-60.73,1
2363,-9.2,-45.84,-60.67,1
2364,-9.23,-46.12,-60.63,1
2365,-9.37,-47.4,-60.89,1
2366,-9.63,-49.08,-61.29,1
2367,-9.87,-50.24,-61.56,1
2368,-9.98,-51.14,-61.82,1
2369,-10.26,-52.09,-62.07,1
2370,-10.54,-53.01,-62.31,1
2371,-10.75,-54.26,-62.61,1
2372,-10.89,-55.3,-62.94,1
2373,-11.09,-56.03,-63.27,1
2374,-11.29,-56.96,-63.69,1
2375,-11.44,-57.84,-64.03,1
2376,-11.6,-58.65,-64.39,1
2377,-11.8,-59.35,-64.71,1
2378,-12.0,-60.49,-65.23,1
2379,-12.16,-62.14,-65.84,1
2380,-12.34,-63.71,-66.41,1
2381,-12.64,-65.28,-67.02,1
2382,-12.86,-67.21,-67.73,1
2383,-12.91,-68.76,-68.14,1
2384,-13.08,-70.78,-68.81,1
2385,-13.05,-73.03,-69.59,1
2386,-12.78,-75.46,-70.36,1
2387,-12.61,-76.56,-70.55,1
2388,-12.6,-78.22,-70.79,1
2389,-12.64,-79.91,-71.03,1
2390,-12.72,-80.95,-71.37,1
2391,-12.92,-82.44,-71.82,1
2392,-12.78,-84.42,-72.42,1
2393,-12.67,-85.84,-72.61,1
2394,-12.5,-87.22,-72.63,1
2395,-12.32,-88.65,-72.59,1
2396,-12.03,-89.66,-72.49,1
2397,-10.89,-91.68,-72.47,1
2398,-9.95,-93.12,-72.39,1
2399,-9.53,-94.12,-72.29,1
2400,-9.48,-94.26,-72.29,1
2401,-9.31,-94.02,-72.36,1
2402,-9.23,-93.67,-72.47,1
2403,-9.22,-93.59,-72.62,1
2404,-9.24,-94.46,-72.9,1
2405,-9.18,-94.85,-73.09,1
2406,-9.05,-95.08,-73.25,1
2407,-8.97,-95.37,-73.3,1
2408,-8.88,-95.57,-73.32,1
2409,-8.71,-95.41,-73.35,1
2410,-8.62,-95.14,-73.41,1
2411,-8.62,-94.67,-73.48,1
2412,-8.7,-94.19,-73.54,1
2413,-8.66,-94.1,-73.48,1
2414,-8.56,-94.12,-73.46,1
2415,-8.52,-93.69,-73.54,1
2416,-8.49,-93.33,-73.6,1
2417,-8.29,-93.23,-73.58,1
2418,-8.13,-93.17,-73.56,1
2419,-8.02,-92.9,-73.58,1
2420,-7.93,-92.5,-73.6,1
2421,-7.81,-92.02,-73.56,1
2422,-7.75,-91.09,-73.5,1
2423,-7.7,-90.16,-73.43,1
2424,-7.48,-89.24,-73.26,1
2425,-7.13,-88.28,-72.92,1
2426,-6.55,-86.73,-72.35,1
2427,-5.91,-84.68,-71.76,1
2428,-5.2,-82.63,-71.01,1
2429,-4.78,-81.07,-70.63,1
2430,-4.43,-79.63,-70.41,1
2431,-3.92,-77.81,-70.18,1
2432,-3.28,-75.59,-70.03,1
2433,-2.62,-72.85,-69.75,1
2434,-2.12,-70.38,-69.26,1
2435,-1.55,-67.52,-68.8,1
2436,-1.11,-64.64,-68.42,1
2437,-0.87,-62.4,-68.19,1
2438,-0.61,-60.46,-67.89,1
2439,-0.41,-58.35,-67.58,1
2440,-0.31,-56.22,-67.59,1
2441,-0.5,-55.17,-68.01,1
2442,-0.72,-53.9,-68.36,1
2443,-0.94,-52.82,-68.46,1
2444,-1.32,-51.61,-68.74,1
2445,-1.53,-50.69,-68.9,1
2446,-1.75,-50.03,-69.05,1
2447,-1.9,-49.55,-69.03,1
2448,-1.97,-49.33,-68.95,1
2449,-2.11,-48.96,-68.81,1
2450,-2.38,-48.63,-68.78,1
2451,-2.79,-48.45,-68.88,1
2452,-3.14,-48.32,-68.82,1
2453,-3.55,-48.3,-68.7,1
2454,-3.94,-48.32,-68.74,1
2455,-4.42,-48.3,-68.71,1
2456,-5.12,-48.25,-68.91,1
2457,-5.67,-48.33,-68.99,1
2458,-6.6,-47.53,-68.06,1
2459,-7.73,-47.06,-67.93,1
2460,-8.52,-46.22,-67.33,1
2461,-9.24,-45.26,-66.92,1
2462,-10.01,-44.51,-66.48,1
2463,-10.52,-44.11,-66.11,1
2464,-10.94,-44.09,-66.04,1
2465,-11.32,-43.87,-65.9,1
2466,-11.63,-43.81,-65.83,1
2467,-11.85,-43.75,-66.02,1
2468,-12.01,-43.58,-66.25,1
2469,-11.89,-43.17,-66.45,1
2470,-11.69,-42.42,-66.23,1
2471,-11.18,-41.69,-65.78,1
2472,-10.87,-41.0,-65.63,1
2473,-10.76,-40.87,-65.48,1
2474,-10.72,-40.72,-65.34,1
2475,-10.67,-40.75,-65.26,1
2476,-10.62,-40.75,-65.16,1
2477,-10.69,-40.71,-65.15,1
2478,-10.71,-40.71,-65.21,1
2479,-10.66,-40.67,-65.25,1
2480,-10.62,-40.61,-65.29,1
2481,-10.56,-40.59,-65.31,1
2482,-10.54,-40.63,-65.37,1
2483,-10.51,-40.58,-65.29,1
2484,-10.5,-40.69,-65.33,1
2485,-10.52,-40.79,-65.37,1
2486,-10.5,-40.86,-65.36,1
2487,-10.49,-40.93,-65.42,1
2488,-10.41,-40.88,-65.41,1
2489,-10.5,-40.92,-65.45,1
2490,-10.67,-41.06,-65.43,1
2491,-10.79,-41.1,-65.41,1
2492,-10.88,-41.19,-65.4,1
2493,-10.88,-41.28,-65.39,1
2494,-10.89,-41.55,-65.4,1
2495,-10.97,-41.84,-65.45,1
2496,-11.05,-41.98,-65.51,1
2497,-11.09,-42.14,-65.48,1
2498,-11.19,-42.41,-65.52,1
2499,-11.33,-42.64,-65.6,1
2500,-11.44,-42.8,-65.61,1
2501,-11.58,-42.92,-65.62,1
2502,-11.81,-43.6,-65.73,1
2503,-12.17,-44.91,-65.96,1
2504,-12.57,-46.42,-66.44,1
2505,-12.85,-47.9,-66.76,1
2506,-13.03,-49.7,-67.11,1
2507,-13.37,-50.69,-67.39,1
2508,-13.48,-50.94,-67.58,1
2509,-13.47,-51.66,-67.76,1
2510,-13.47,-52.53,-68.03,1
2511,-13.55,-53.21,-68.31,1
2512,-13.61,-53.71,-68.59,1
2513,-13.71,-54.39,-68.83,1
2514,-13.8,-54.95,-69.09,1
2515,-13.89,-55.06,-69.3,1
2516,-13.88,-54.89,-69.43,1
2517,-13.71,-54.76,-69.54,1
2518,-13.45,-54.76,-69.54,1
2519,-13.24,-54.85,-69.57,1
2520,-13.14,-55.43,-69.61,1
2521,-13.19,-56.31,-69.88,1
2522,-13.19,-56.78,-70.09,1
2523,-13.18,-56.96,-70.22,1
2524,-13.16,-56.82,-70.25,1
2525,-13.11,-56.5,-70.25,1
2526,-13.09,-56.28,-70.25,1
2527,-13.07,-56.18,-70.25,1
2528,-12.99,-56.07,-70.17,1
2529,-12.88,-56.0,-70.11,1
2530,-12.86,-56.22,-70.09,1
2531,-12.87,-56.68,-70.09,1
2532,-12.83,-56.98,-70.16,1
2533,-12.85,-57.6,-70.33,1
2534,-13.05,-59.16,-70.85,1
2535,-13.39,-61.04,-71.53,1
2536,-13.69,-63.02,-72.42,1
2537,-13.96,-64.84,-73.15,1
2538,-14.19,-66.55,-73.76,1
2539,-14.37,-67.92,-74.22,1
2540,-14.68,-69.57,-74.91,1
2541,-14.99,-70.81,-75.57,1
2542,-15.18,-71.93,-76.07,1
2543,-15.23,-72.76,-76.43,1
2544,-15.12,-73.42,-76.73,1
2545,-15.15,-74.1,-77.19,1
2546,-15.21,-75.49,-77.81,1
2547,-15.07,-77.31,-78.53,1
2548,-15.19,-78.85,-79.26,1
2549,-15.31,-81.05,-80.04,1
2550,-15.22,-82.71,-80.71,1
2551,-14.82,-84.12,-81.3,1
2552,-14.36,-85.13,-81.59,1
2553,-14.03,-86.06,-81.88,1
2554,-13.45,-87.42,-82.34,1
2555,-12.78,-89.06,-83.06,1
2556,-11.92,-90.26,-83.7,1
2557,-11.18,-91.04,-83.82,1
2558,-10.58,-91.38,-83.82,1
2559,-10.27,-91.19,-83.83,1
2560,-9.99,-91.19,-83.77,1
2561,-9.69,-91.46,-83.67,1
2562,-9.38,-91.5,-83.59,1
2563,-9.11,-91.61,-83.54,1
2564,-8.91,-91.91,-83.53,1
2565,-8.7,-92.18,-83.53,1
2566,-8.46,-92.4,-83.59,1
2567,-8.2,-92.82,-83.65,1
2568,-8.04,-93.53,-83.81,1
2569,-7.74,-94.26,-84.13,1
2570,-7.3,-94.45,-84.52,1
2571,-6.86,-94.62,-84.54,1
2572,-6.6,-94.75,-84.49,1
2573,-6.4,-94.55,-84.52,1
2574,-6.21,-94.43,-84.6,1
2575,-5.99,-94.52,-84.66,1
2576,-5.75,-94.83,-84.8,1
2577,-5.59,-94.77,-84.96,1
2578,-5.37,-94.54,-85.09,1
2579,-5.09,-94.54,-85.13,1
2580,-4.82,-94.42,-85.17,1
2581,-4.6,-94.15,-85.21,1
2582,-4.4,-93.79,-85.25,1
2583,-4.26,-93.59,-85.47,1
2584,-3.66,-93.91,-85.23,1
2585,-3.55,-93.77,-85.17,1
2586,-3.44,-93.04,-85.25,1
2587,-3.33,-92.37,-85.16,1
2588,-3.25,-91.62,-85.11,1
2589,-3.12,-90.9,-84.99,1
2590,-2.97,-90.5,-84.8,1
2591,-2.84,-89.9,-84.59,1
2592,-2.82,-88.97,-84.47,1
2593,-2.77,-88.38,-84.37,1
2594,-2.63,-87.99,-84.25,1
2595,-2.53,-87.37,-84.15,1
2596,-2.44,-86.91,-84.05,1
2597,-2.35,-86.62,-84.01,1
2598,-2.29,-86.27,-83.98,1
2599,-2.18,-85.89,-83.86,1
2600,-2.0,-85.63,-83.66,1
2601,-1.83,-85.23,-83.49,1
2602,-1.77,-84.56,-83.34,1
2603,-1.75,-83.59,-83.16,1
2604,-1.63,-82.53,-82.88,1
2605,-1.42,-81.12,-82.51,1
2606,-1.07,-79.2,-82.04,1
2607,-0.29,-76.73,-81.33,1
2608,0.03,-75.24,-80.83,1
2609,0.63,-73.3,-80.29,1
2610,1.14,-71.45,-79.88,1
2611,1.45,-69.75,-79.61,1
2612,1.58,-67.62,-79.51,1
2613,1.56,-65.19,-79.47,1
2614,1.79,-62.77,-79.23,1
2615,2.03,-60.05,-79.02,1
2616,2.07,-57.79,-78.89,1
2617,2.04,-55.62,-78.78,1
2618,1.95,-53.52,-78.57,1
2619,1.87,-51.53,-78.21,1
2620,1.68,-50.07,-77.85,1
2621,1.27,-48.6,-77.68,1
2622,1.02,-47.11,-77.43,1
2623,0.91,-45.96,-77.02,1
2624,0.34,-45.67,-77.17,1
2625,-0.11,-44.98,-77.25,1
2626,-0.22,-44.25,-77.22,1
2627,-0.24,-43.93,-77.26,1
2628,-0.31,-43.83,-77.38,1
2629,-0.44,-43.84,-77.57,1
2630,-0.56,-43.83,-77.81,1
2631,-1.29,-44.77,-77.95,1
2632,-2.8,-46.08,-78.31,1
2633,-4.07,-46.16,-78.58,1
2634,-4.64,-44.73,-79.18,1
2635,-4.55,-43.5,-79.25,1
2636,-4.18,-42.67,-79.1,1
2637,-3.73,-41.7,-78.91,1
2638,-3.51,-41.32,-78.86,1
2639,-3.85,-41.45,-78.92,1
2640,-4.59,-41.97,-79.21,1
2641,-5.31,-42.23,-79.65,1
2642,-6.32,-42.47,-80.02,1
2643,-6.19,-42.44,-79.66,1
2644,-6.24,-42.51,-79.13,1
2645,-6.05,-42.03,-79.07,1
2646,-6.41,-42.63,-79.9,1
2647,-6.59,-43.46,-80.57,1
2648,-6.48,-44.07,-81.06,1
2649,-6.5,-44.02,-83.48,1
2650,-5.77,-44.46,-84.48,1
2651,-5.01,-44.88,-84.1,1
2652,-4.35,-44.71,-83.19,1
2653,-4.03,-44.49,-82.17,1
2654,-4.28,-44.48,-81.63,1
2655,-5.22,-43.73,-84.51,1
2656,-5.99,-44.31,-86.12,1
2657,-6.33,-45.37,-87.28,1
2658,-6.76,-45.92,-88.27,1
2659,-6.54,-45.97,-89.0,1
2660,-6.49,-46.1,-89.11,1
2661,-6.44,-46.24,-88.91,1
2662,-6.48,-46.21,-88.37,1
2663,-6.37,-46.4,-87.45,1
2664,-5.98,-47.4,-86.51,1
2665,-5.83,-48.27,-85.99,1
2666,-5.93,-48.75,-85.65,1
2667,-6.16,-49.3,-85.28,1
2668,-6.37,-49.3,-84.9,1
2669,-6.78,-48.74,-84.31,1
2670,-6.79,-48.89,-83.73,1
2671,-6.87,-48.97,-83.68,1
2672,-6.91,-49.14,-83.79,1
2673,-6.96,-49.32,-83.87,1
2674,-7.07,-49.51,-84.09,1
2675,-7.15,-49.81,-84.23,1
2676,-7.21,-49.94,-84.26,1
2677,-7.39,-50.2,-84.44,1
2678,-7.57,-50.47,-84.51,1
2679,-7.77,-50.66,-84.61,1
2680,-7.87,-50.84,-84.52,1
2681,-8.04,-51.26,-84.42,1
2682,-8.27,-51.32,-84.35,1
2683,-8.44,-51.5,-84.49,1
2684,-8.61,-51.56,-84.64,1
2685,-8.93,-51.43,-84.83,1
2686,-9.03,-51.44,-84.88,1
2687,-9.04,-51.44,-84.76,1
2688,-9.21,-51.82,-84.94,1
2689,-9.26,-51.99,-85.04,1
2690,-9.15,-52.07,-85.06,1
2691,-9.08,-51.92,-85.23,1
2692,-9.25,-52.2,-85.5,1
2693,-9.42,-52.54,-85.65,1
2694,-9.57,-52.79,-85.69,1
2695,-9.95,-52.94,-86.0,1
2696,-10.91,-52.86,-86.56,1
2697,-11.23,-53.06,-86.76,1
2698,-11.46,-53.21,-86.85,1
2699,-11.47,-53.17,-86.82,1
2700,-11.43,-53.07,-86.78,1
2701,-11.46,-53.26,-86.94,1
2702,-11.39,-53.46,-87.11,1
2703,-11.6,-53.51,-87.83,1
2704,-11.37,-53.64,-88.18,1
2705,-11.41,-53.71,-88.47,1
2706,-11.25,-53.67,-88.43,1
2707,-11.14,-53.53,-88.41,1
2708,-11.07,-53.48,-88.4,1
2709,-11.0,-53.56,-88.39,1
2710,-10.96,-53.69,-88.39,1
2711,-10.85,-53.81,-88.4,1
2712,-10.78,-53.84,-88.34,1
2713,-10.79,-53.93,-88.21,1
2714,-10.92,-53.91,-88.17,1
2715,-11.03,-54.09,-88.11,1
2716,-11.12,-54.17,-87.96,1
2717,-11.71,-54.31,-88.65,1
2718,-11.57,-54.77,-88.51,1
2719,-11.53,-55.08,-88.59,1
2720,-11.47,-55.21,-88.63,1
2721,-11.43,-55.32,-88.68,1
2722,-11.39,-55.31,-88.73,1
2723,-11.33,-55.39,-88.91,1
2724,-11.68,-55.46,-89.5,1
2725,-11.57,-55.56,-89.82,1
2726,-11.4,-55.65,-90.11,1
2727,-11.25,-55.66,-90.24,1
2728,-11.12,-55.7,-90.24,1
2729,-11.03,-55.7,-90.14,1
2730,-11.0,-55.89,-90.15,1
2731,-10.95,-55.98,-90.06,1
2732,-10.93,-56.06,-90.02,1
2733,-11.03,-56.12,-89.94,1
2734,-11.0,-56.46,-89.89,1
2735,-11.05,-56.6,-89.96,1
2736,-10.97,-56.69,-89.89,1
2737,-10.93,-56.78,-89.85,1
2738,-10.91,-56.76,-89.83,1
2739,-10.86,-56.76,-89.83,1
2740,-10.8,-56.9,-89.91,1
2741,-10.77,-56.95,-89.97,1
2742,-10.73,-56.99,-90.02,1
2743,-10.65,-56.94,-89.96,1
2744,-10.54,-56.83,-89.85,1
2745,-10.47,-56.79,-89.94,1
2746,-10.38,-56.8,-89.98,1
2747,-10.3,-56.77,-89.95,1
2748,-10.23,-56.78,-89.94,1
2749,-10.14,-56.78,-89.91,1
2750,-10.12,-56.73,-89.83,1
